source,error,item
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.079414689565 15.033759023771 Trbovlje Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","45.932931035185 14.515281329244 Ig Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","45.917355011697 14.813477050313 Ivancna Gorica Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.394149265949 15.758251799602 Kidricevo Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.066337168406 15.563739260927 Kozje Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","45.93549007258 15.468618054068 Spodnjeposavska Slovenia Posavska "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.131437268328 15.264719721116 Lako Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.045994363155 14.905140135823 Litija Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.054757565571 14.563600370486 Osrednjeslovenska Slovenia Ljubljana "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.375488706187 14.846788015508 Ljubno Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","45.927971305108 14.190292809888 Logatec Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","45.6547409717 14.640157335677 Loki Potok Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.181359230205 14.767932649584 Lukovica Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.133212322718 14.40083391557 Medvode Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.161091748812 14.557564770956 Menge Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","45.647296801134 15.293899126749 Metlika Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.525566676532 14.85194253919 Meica Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.449949691755 15.222178501618 Mislinja Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.135543686673 14.759353557703 Moravce Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.351893249106 14.939191425782 Mozirje Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.625484630305 15.134745624545 Muta Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.284999995901 14.912709777416 Nazarje Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.622305492972 15.712460242143 Pesnica Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","45.681033626365 14.232819780534 Notranjsko-kraka Slovenia Kraka, Notranj "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","45.788385124988 14.166201750992 Postojna Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.05979057087 15.14817049538 Radece Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.600597918475 15.242468103199 Radlje ob Dravi Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.24762791891 15.637762312771 Rogaka Slatina Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.236058170915 15.736992668106 Rogatec Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","45.646082220684 15.15687694368 Semic Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.236622368485 14.424102642329 encur Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.680431092268 15.713564474522 entilj Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","45.819086150109 15.349191097556 entjernej Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.009080968661 15.277344755556 Sevnica Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","45.916305830966 15.311082089784 kocjan Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","45.966814492969 14.573402852232 kofljica Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.49146033073 15.078306575675 Koroka Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.322428523575 15.467447352146 Slovenske Konjice Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.213478877339 15.529841267882 marje pri Jelah Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.342660237104 15.032577498784 martno ob Paki Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.408974030425 15.004626559698 otanj Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.457324548609 15.760755810349 Podravska Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.197479231417 15.332132395713 tore Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.142966575885 15.052945081186 Trbovlje Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","45.921711673712 15.048815094186 Trebnje Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","57.513838310532 14.445376460914 Jönköping Sweden Jönköpings län "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","57.194643760416 16.12321278486 Kalmar Sweden Kalmar län "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","56.805276900894 14.58978181872 Kronoberg Sweden Kronobergs län "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","59.371843561465 14.993964634535 Orebro Sweden Örebro Örebro län "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","59.094100555286 16.700364924706 Södermanland Sweden Södermanlands län Sörmland "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","66.948905017069 20.106905400046 Norrbotten Sweden Norrbottens län "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","57.509378246691 18.538195572263 Gotland Sweden Gotlands län Gothland Gottland "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","59.48212505197 18.138477778613 Stockholm Sweden Stockholms län Estocolmo Stoccolmo "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","60.046159385789 17.693353604811 Uppsala Sweden Uppsala län "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","18.040629346066 -63.070131026927 SXM- (Sint Maarten aggregation) Sint Maarten  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-6.5909754755037 51.881314192879 SYC- (Seychelles aggregation) Seychelles  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","33.157363093273 35.845068121158 SYR- (UNDOF aggregation) Syria  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","21.780045376831 -71.87330660115 TCA- (Turks and Caicos Is. aggregation) Turks and Caicos Islands  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","18.908740329418 19.292932244991 Bet Chad Bet B.E.T. "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","18.754914054337 98.026832357028 Mae Hong Son Thailand  ?????????????????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","7.512997206812 100.03214474955 Phatthalung Thailand  ?????????????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","18.141674596431 98.965401275666 Lamphun Thailand Hariphunchai Lampoon ????????????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","19.228016666451 100.18529862348 Phayao Thailand  ????????????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","16.97067237645 100.52997768552 Phitsanulok Thailand Bisnulok Phisanulauk Phitsnulok Pitsanuloke ???????????????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","14.584500653011 99.04040356749 Kanchanaburi Thailand Kan Buri Park Prag ???????????????????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","16.329356699687 99.502591821757 Kamphaeng Phet Thailand Gampheang Phet Kambhengbhej ????????????????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","16.236678705137 100.35717053145 Phichit Thailand  ?????????????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","16.269167594088 101.14698380362 Phetchabun Thailand  ???????????????????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","14.607903746727 99.897987724129 Suphan Buri Thailand  ?????????????????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","15.074480098026 100.91409566066 Lop Buri Thailand  ??????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","14.216982512609 101.17482845769 Nakhon Nayok Thailand Nakon Nayok ??????????????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","15.69239471564 100.13213856302 Nakhon Sawan Thailand  ????????????????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","14.340726825384 100.52786585984 Phra Nakhon Si Ayutthaya Thailand Phranakhon Si Ayutthaya Ayudhya Ayutthaya Phranakhornsri-ayuthaya ??????????????????????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","14.061539175707 100.67924921048 Pathum Thani Thailand  ???????????????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","14.921335944934 100.35286174213 Sing Buri Thailand  ????????????????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","14.576426402628 100.9388845701 Saraburi Thailand Sara Buri ??????????????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","13.924099008289 100.10932821079 Nakhon Pathom Thailand  ????????????????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","12.936899958458 99.613310668589 Phetchaburi Thailand Phetcha Buri Bejraburi Petchburi Phet Buri Tetchburit ???????????????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","13.531766378001 99.573829695052 Ratchaburi Thailand  ??????????????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","13.597931378645 100.70600306657 Samut Prakan Thailand Pak Nam Samudh Prakarn Samudraprakar Samut Phrakhan ??????????????????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","13.570710237857 100.21585860564 Samut Sakhon Thailand Krokkrak Maha Chai Mahachai Samudrasagara ????????????????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","13.393819486813 99.956188031143 Samut Songkhram Thailand Mae Klong Samudrasonggram ??????????????????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","14.856929868447 104.37875185765 Si Sa Ket Thailand Sisaket Khukhan Khukhandh Srisaket ???????????????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","15.889780490666 104.33852847716 Yasothon Thailand  ????????????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","13.603877784311 101.44633520667 Chachoengsao Thailand Chaxerngsao Pad Rew Paed Riu Petrieu Shajeun Dhrao ?????????????????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","12.863162061752 102.11998213508 Chanthaburi Thailand Chantaburi Muang Chan ????????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","14.82325476973 102.9717545751 Buri Ram Thailand Buri Rum ????????????????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","16.009492569437 101.80252997565 Chaiyaphum Thailand  ?????????????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","16.631580618837 103.62828678841 Kalasin Thailand  ????????????????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","15.993433687268 103.17960191916 Maha Sarakham Thailand  ????????????????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","14.957708896356 102.11694945546 Nakhon Ratchasima Thailand Khorat Nagara Rajasima Nakaun Rachasima ?????????????????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","15.923238899644 103.82622896039 Roi Et Thailand  ????????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","17.408868775066 101.6301488821 Loei Thailand  ??????????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","17.388759074347 103.82128967856 Sakon Nakhon Thailand  ?????????????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","17.425351805243 102.85566458171 Udon Thani Thailand  ???????????????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","17.173610127006 102.29739168892 Nong Bua Lam Phu Thailand Nong Bua Lamphu ??????????????????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","17.372360762767 104.43493994253 Nakhon Phanom Thailand  ?????????????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","16.556803135772 104.52526718747 Mukdahan Thailand  ???????????????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","38.886869545744 70.122840268506 Tadzhikistan Territories Tajikistan  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-8.9699513574493 -171.81627583975 TKL- (Tokelau aggregation) New Zealand  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","38.905103456988 63.175503483187 Chardzhou Turkmenistan Lebap Chardzhouskaya Oblast "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-9.327378730258 124.26673681463 Ambeno East Timor Ambino Oecussi "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-19.969005647979 -174.84172374136 TON- (Tonga aggregation) Tonga  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","11.247146597683 -60.67041527275 Tobago Trinidad and Tobago Tabago "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","10.657935317374 -61.09822392183 Sangre Grande Trinidad and Tobago  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","10.28654993983 -61.108408131339 Mayaro/Rio Claro Trinidad and Tobago Mayaro Rio Claro "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","36.845132151963 9.9465040912216 Manubah Tunisia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","38.499308877499 27.314866913035 Izmir Turkey Izmir Esmirna Smirne Smyrna "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","39.67870670309 27.870427742875 Balikesir Turkey Balikesir Balikisri "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","41.107710846214 28.92104593426 Istanbul Turkey Istanbul Constantinople Estambul Istambul Konstantinopel Stamboul "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","36.799297236258 30.932254718468 Antalya Turkey Adalia Anatolia "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","37.924820355632 30.950604987552 Isparta Turkey  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","36.694455808101 33.836792256226 Mersin Turkey Içel "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","41.212922471485 36.023937194063 Samsun Turkey  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","40.797732776659 39.805835129384 Trabzon Turkey Trapezunt Trebizond Trebizonda Trébizonde "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","39.06332983718 40.703130847838 Bingöl Turkey Çapakçur "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","38.126267552266 40.341738827249 Diyarbakir Turkey Diyarbakir "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","39.778913211641 32.648101941618 Ankara Turkey Ancara Angora "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","37.042874679297 37.318583241188 Gaziantep Turkey  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","37.426829249358 35.706786171299 Adana Turkey Seyhan "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","37.464260751517 42.562964983101 Sirnak Turkey Sirnak "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-7.7590690887487 178.52035315993 TUV- (Tuvalu aggregation) Tuvalu  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","23.488736106201 120.06812158092  Taiwan  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","22.488243879612 120.67403491956 Pingtung Taiwan Pingdong "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","24.577076097483 121.63520072194 Yilan Taiwan Ilan "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","24.488707763513 120.91676463858 Miaoli Taiwan  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","24.897856654285 121.26309808569 Taoyuan Taiwan  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","23.959364818567 120.48193846666 Changhua Taiwan Zhanghua Changhwa "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","23.754534537416 121.37685204831 Hualien Taiwan Hualian "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","23.848504092577 120.98646616352 Nantou Taiwan  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","22.865944684428 121.03969558737 Taitung Taiwan Taidong "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-3.0132451442824 35.932198545562 Arusha United Republic of Tanzania  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","1.6257286103059 32.734843331371 Kyoga Uganda  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","1.0774044297435 34.001738181981 Budaka Uganda  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","3.5270395860529 31.002329816502 Koboko Uganda  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","3.1959497248839 31.087690954664 Maracha Uganda  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","0.82967504874331 32.579486750319 Bamunanika Uganda  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","49.260278543103 31.365848904529 Cherkasy Ukraine Cherkas'ka Oblast' Cherkasskaya Oblast' Cherkassy "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","50.629866177528 28.470753353471 Zhytomyr Ukraine Zhitomir Jitomir Shitomir Zhitomirskaya Oblast' "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","51.097958960421 34.103847873678 Sumy Ukraine  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","49.732879982987 33.773481738706 Poltava Ukraine  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","47.266136894343 35.691398352595 Zaporizhzhya Ukraine Saporoshje Zaporizhia Zaporiz'ka Oblast' Zaporojie Zaporozhskaya Oblast' Zaporozh'ye Zaporoje "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","14.014090721008 -97.157946428914 UMI- (Jarvis I. aggregation) United States Minor Outlying Islands  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-34.543853128862 -55.920983480949 Canelones Uruguay  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-33.924579627432 -54.971614442366 Lavalleja Uruguay  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-30.62219012006 -56.968815819166 Artigas Uruguay  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-32.083262482712 -57.345083134298 Paysandú Uruguay  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","47.380003566012 -120.43640099761 Washington United States of America WA Wash. "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","39.835724698257 66.398903423488 Samarkand Uzbekistan Samarqand "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","41.903312469533 12.453417729515 VAT- (Vatican aggregation) Vatican  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","13.216215919907 -61.203353266178 VCT- (St. Vin. and Gren. aggregation) Saint Vincent and the Grenadines  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","15.698722868113 -63.638150371952 VEN- (Venezuela minor island) Venezuela  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","8.94160386071 -64.413356323348 Anzoátegui Venezuela  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","10.01545239553 -67.158953360679 Aragua Venezuela  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","8.8347821947268 -66.528674569386 Guárico Venezuela  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","18.509884128817 -64.502863193728 VGB- (British Virgin Is. aggregation) British Virgin Islands  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","17.980545606037 -64.797654450091 VIR- (U.S. Virgin Is. aggregation) United States Virgin Islands  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","11.398655749648 106.15174097467 Tây Ninh Vietnam Tay Ninh "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","22.242520851199 105.85118721835 Ðông B?c Vietnam North East "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","21.68249905645 105.83901013065 Thái Nguyên Vietnam Thai Nguyen "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","22.29367396767 104.06096924945 Lào Cai Vietnam Lao Cai "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","21.186483594949 104.08853742833 Son La Vietnam Son La "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","22.097168839162 105.27740412127 Tuyên Quang Vietnam Tuyen Quang "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","20.791000887361 106.61155347484 H?i Phòng Vietnam Hai Phong "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","20.825282979914 106.05761307062 Ð?ng B?ng Sông H?ng Vietnam Red River Delta "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","21.130222632038 105.8580579 Thái Nguyên Vietnam Thai Nguyen "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","20.937681031897 105.63613963301 Hà Tây Vietnam Ha Tay "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","11.748330700568 106.90697330947 Bình Phu?c Vietnam Binh Phuoc "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","15.622363971726 107.94301218128 Quàng Nam Vietnam  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","16.332083830778 107.50116620092 Th?a Thiên - Hu? Vietnam Thua Thien - Hue "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","10.587222834158 107.29881303423 Bà R?a - Vung Tàu Vietnam Ba Ria - VTau Ba Ria-Vung Tau "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","11.063356054678 107.20408497409 Ðông Nam B? Vietnam South East "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","10.77703832369 106.68348108921 H? Chí Minh city Vietnam Ho Chi Minh City Ho Chi Minh "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","9.9374322545185 105.59024572246 d?ng b?ng sông C?u Long Vietnam Mekong River Delta "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","9.7915900687496 106.31295090522 Trà Vinh Vietnam Tra Vinh "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","22.759476232205 104.98463571063 Hà Giang Vietnam Ha Giang "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-13.847330265878 -177.23055393175 WLF- (Wallis and Futuna aggregation) Wallis and Futuna  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","34.631813285193 32.933994860141 WSB- (Akrotiri aggregation) Akrotiri Sovereign Base Area  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-13.75459565385 -172.16124929875 WSM- (Samoa aggregation) Samoa  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-46.861775135194 37.758549188479 ZAF- (Prince Edward Is. aggregation) South Africa  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-13.739574476681 31.073638543684 Eastern Zambia Fort Jameson "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-15.370067707822 29.217210015223 Lusaka Zambia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-17.863501933297 31.061693035776 Harare Zimbabwe  "
